CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;DIESEL;16/01/2019;3,799;3,2166;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;DIESEL;16/01/2019;3,799;3,2166;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;DIESEL;23/01/2019;3,799;;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;DIESEL S10;16/01/2019;3,899;3,2638;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;DIESEL S10;23/01/2019;3,899;;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;ETANOL;16/01/2019;3,299;2,9999;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;ETANOL;23/01/2019;3,299;2,9999;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;GASOLINA;16/01/2019;4,299;3,6745;R$ / litro;RAIZEN
CO;DF;BRASILIA;ABRITTA POSTOS DE SERVIÇOS LTDA;1,07E+13;GASOLINA;23/01/2019;4,299;3,6745;R$ / litro;RAIZEN
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;DIESEL;16/01/2019;3,799;3;R$ / litro;BRANCA
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;DIESEL;23/01/2019;3,799;3;R$ / litro;BRANCA
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;DIESEL S10;16/01/2019;3,899;3,12;R$ / litro;BRANCA
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;DIESEL S10;23/01/2019;3,899;3,12;R$ / litro;BRANCA
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;ETANOL;16/01/2019;3,195;2,84;R$ / litro;BRANCA
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;ETANOL;23/01/2019;3,195;2,84;R$ / litro;BRANCA
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;GASOLINA;16/01/2019;4,197;3,61;R$ / litro;BRANCA
CO;DF;BRASILIA;AGUAS CLARAS POSTO DE SERVICOS LTDA;6,01E+12;GASOLINA;23/01/2019;4,197;3,61;R$ / litro;BRANCA
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;DIESEL S10;08/01/2019;3,767;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;DIESEL S10;11/02/2019;3,76;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;DIESEL S10;23/01/2019;3,767;3,2434;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;ETANOL;08/01/2019;3,197;2,8741;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;ETANOL;11/02/2019;2,997;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;ETANOL;23/01/2019;3,197;2,9416;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;GASOLINA;08/01/2019;4,187;3,735;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;GASOLINA;11/02/2019;3,987;3,6588;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AM COMERCIAL DE COMBUSTIVEIS LTDA;8,22E+12;GASOLINA;23/01/2019;4,197;3,7665;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AMORIM COMERCIO DE DERIVADOS DE PETROLEO LTDA;3,80E+13;GASOLINA;02/01/2019;4,499;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AMORIM COMERCIO DE DERIVADOS DE PETROLEO LTDA;3,80E+13;GASOLINA;29/01/2019;3,999;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO EIXO 208 NORTE LTDA.;7,74E+12;ETANOL;20/02/2019;2,99;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO EIXO 208 NORTE LTDA.;7,74E+12;GASOLINA;20/02/2019;3,859;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;DIESEL S10;08/01/2019;3,809;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;DIESEL S10;11/02/2019;3,69;3,27;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;DIESEL S10;23/01/2019;3,809;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;ETANOL;08/01/2019;3,219;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;ETANOL;11/02/2019;3,099;2,8712;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;ETANOL;23/01/2019;3,169;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;GASOLINA;08/01/2019;3,789;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;GASOLINA;11/02/2019;4,189;3,579;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 109 NORTE LTDA.;5,85E+12;GASOLINA;23/01/2019;4,159;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;05/03/2019;3,19;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;05/06/2019;3,189;2,9313;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;08/05/2019;3,399;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;11/04/2019;3,189;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;13/03/2019;3,39;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;14/05/2019;3,389;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;18/06/2019;3,189;2,7718;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;25/03/2019;3,289;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;25/04/2019;3,359;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;25/06/2019;3,099;2,8162;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;26/02/2019;3,19;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;28/05/2019;3,149;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;ETANOL;29/01/2019;3,07;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;05/03/2019;4,19;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;05/06/2019;4,399;3,966;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;08/05/2019;4,449;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;11/04/2019;4,359;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;13/03/2019;4,37;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;14/05/2019;4,469;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;18/06/2019;3,989;3,879;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;25/03/2019;4,289;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;25/04/2019;4,399;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;25/06/2019;4,349;3,8577;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;26/02/2019;4,19;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;28/05/2019;4,599;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 306 NORTE LTDA;2,24E+13;GASOLINA;29/01/2019;3,98;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO 314 NORTE LTDA - ME;3,53E+12;ETANOL;11/02/2019;3,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO 314 NORTE LTDA - ME;3,53E+12;GASOLINA;11/02/2019;4,159;3,6371;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;DIESEL;13/03/2019;3,59;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;DIESEL;25/03/2019;3,59;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;DIESEL;26/02/2019;3,59;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;DIESEL S10;13/03/2019;3,69;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;DIESEL S10;25/03/2019;3,69;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;DIESEL S10;26/02/2019;3,69;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;ETANOL;13/03/2019;3,25;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;ETANOL;25/03/2019;3,35;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;ETANOL;26/02/2019;3,19;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;GASOLINA;13/03/2019;4,25;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;GASOLINA;25/03/2019;4,45;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;3,81E+13;GASOLINA;26/02/2019;4,19;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;02/01/2019;4,689;3,891;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;08/01/2019;4,579;3,733;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;11/02/2019;4,679;3,79;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;11/06/2019;4,85;4,16;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;13/03/2019;4,67;3,86;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;25/03/2019;4,67;3,94;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;26/02/2019;4,67;3,817;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO AGUIA DE OURO - EIRELI;6,93E+11;GASOLINA;29/01/2019;4,67;3,79;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL;08/01/2019;3,759;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL;11/02/2019;3,559;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL;16/01/2019;3,489;3,1854;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL;23/01/2019;3,489;3,1852;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL S10;08/01/2019;3,829;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL S10;11/02/2019;3,699;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL S10;16/01/2019;3,699;3,2565;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;DIESEL S10;23/01/2019;3,699;3,266;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;ETANOL;08/01/2019;3,299;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;ETANOL;11/02/2019;3,199;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;ETANOL;16/01/2019;3,239;2,9306;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;ETANOL;23/01/2019;3,239;2,8656;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;GASOLINA;08/01/2019;4,099;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;GASOLINA;11/02/2019;3,839;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;GASOLINA;16/01/2019;4,239;3,6247;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;5,30E+12;GASOLINA;23/01/2019;4,139;3,6928;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO BR 060 LTDA.;7,74E+12;DIESEL;20/02/2019;3,499;3,3054;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO BR 060 LTDA.;7,74E+12;DIESEL S10;20/02/2019;3,699;3,406;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO BR 060 LTDA.;7,74E+12;ETANOL;20/02/2019;3,099;2,8001;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO BR 060 LTDA.;7,74E+12;GASOLINA;20/02/2019;3,859;3,708;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;DIESEL S10;02/04/2019;3,69;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;DIESEL S10;11/06/2019;3,899;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;DIESEL S10;17/04/2019;3,69;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;DIESEL S10;20/03/2019;3,69;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;DIESEL S10;23/05/2019;3,69;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;DIESEL S10;29/04/2019;3,69;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;ETANOL;02/04/2019;3,29;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;ETANOL;11/06/2019;3,199;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;ETANOL;17/04/2019;3,29;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;ETANOL;20/03/2019;3,29;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;ETANOL;23/05/2019;3,29;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;ETANOL;29/04/2019;3,59;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;GASOLINA;02/04/2019;4,28;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;GASOLINA;11/06/2019;4,289;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;GASOLINA;17/04/2019;4,28;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;GASOLINA;20/03/2019;4,28;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;GASOLINA;23/05/2019;4,29;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CAPITAL LTDA.;8,98E+12;GASOLINA;29/04/2019;4,39;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;05/06/2019;3,599;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;09/05/2019;3,689;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;14/05/2019;3,689;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;18/06/2019;3,599;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;23/05/2019;3,689;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;25/04/2019;3,679;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;25/06/2019;3,499;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL;28/05/2019;3,689;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;05/06/2019;3,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;09/05/2019;3,789;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;14/05/2019;3,769;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;18/06/2019;3,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;23/05/2019;3,769;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;25/04/2019;3,759;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;25/06/2019;3,599;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;DIESEL S10;28/05/2019;3,769;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;05/06/2019;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;09/05/2019;3,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;14/05/2019;3,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;18/06/2019;3,099;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;23/05/2019;3,449;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;25/04/2019;3,389;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;25/06/2019;3,099;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;ETANOL;28/05/2019;3,449;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;GASOLINA;05/06/2019;4,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;GASOLINA;09/05/2019;4,549;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;GASOLINA;14/05/2019;4,459;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;GASOLINA;18/06/2019;4,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CHAVES LTDA;7,46E+11;GASOLINA;23/05/2019;4,499;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
